time,temp_air_c,ssrd_wm2,ssrd_wm2_rad_minus_5,ssrd_wm2_rad_plus_5
2041-07-01 00:00:00,24.963991539587276,0.0,0.0,0.0
2041-07-01 01:00:00,24.872937849433256,0.0,0.0,0.0
2041-07-01 02:00:00,24.672178935576326,0.0,0.0,0.0
2041-07-01 03:00:00,24.532424816106666,0.0,0.0,0.0
2041-07-01 04:00:00,24.34427946757977,0.0,0.0,0.0
2041-07-01 05:00:00,24.01066558073658,0.0,0.0,0.0
2041-07-01 06:00:00,24.03747794131397,20.80396944,19.763770968,21.844167912
2041-07-01 07:00:00,25.98004615369676,155.1837139,147.42452820499997,162.942899595
2041-07-01 08:00:00,27.23137902068629,332.8190944,316.17813968,349.46004912
2041-07-01 09:00:00,28.56482874147025,541.19559,514.1358105,568.2553695
2041-07-01 10:00:00,29.69467298509067,678.6413025,644.709237375,712.5733676250001
2041-07-01 11:00:00,30.457855018445077,813.3036717,772.638488115,853.968855285
2041-07-01 12:00:00,30.72595212464592,864.9172386,821.67137667,908.16310053
2041-07-01 13:00:00,30.243682113290006,810.0348944,769.53314968,850.53663912
2041-07-01 14:00:00,29.77927779006573,692.548775,657.92133625,727.17621375
2041-07-01 15:00:00,29.106530583473965,576.1981111,547.388205545,605.008016655
2041-07-01 16:00:00,28.83707193152465,428.3223917,406.906272115,449.7385112850001
2041-07-01 17:00:00,28.43020338871125,316.4799528,300.65595516,332.30395044
2041-07-01 18:00:00,27.61217302509577,132.8592306,126.21626906999998,139.50219213
2041-07-01 19:00:00,26.749891730343656,22.11295278,21.007305141,23.218600419
2041-07-01 20:00:00,25.97147209533492,0.0,0.0,0.0
2041-07-01 21:00:00,25.62259144573513,0.0,0.0,0.0
2041-07-01 22:00:00,25.48198714127369,0.0,0.0,0.0
2041-07-01 23:00:00,25.25404799722065,0.0,0.0,0.0
2041-07-02 00:00:00,24.302145496285885,0.0,0.0,0.0
2041-07-02 01:00:00,24.21333765548094,0.0,0.0,0.0
2041-07-02 02:00:00,24.01753048246223,0.0,0.0,0.0
2041-07-02 03:00:00,23.8812234138228,0.0,0.0,0.0
2041-07-02 04:00:00,23.697718691148697,0.0,0.0,0.0
2041-07-02 05:00:00,23.372333427762065,0.0,0.0,0.0
2041-07-02 06:00:00,23.398484458497165,20.80396944,19.763770968,21.844167912
2041-07-02 07:00:00,25.29313901084125,155.1837139,147.42452820499997,162.942899595
2041-07-02 08:00:00,26.51360761411948,332.8190944,316.17813968,349.46004912
2041-07-02 09:00:00,27.814167649901343,541.19559,514.1358105,568.2553695
2041-07-02 10:00:00,28.91614416015701,678.6413025,644.709237375,712.5733676250001
2041-07-02 11:00:00,29.66050222415956,813.3036717,772.638488115,853.968855285
2041-07-02 12:00:00,29.92198668555237,864.9172386,821.67137667,908.16310053
2041-07-02 13:00:00,29.45161191742327,810.0348944,769.53314968,850.53663912
2041-07-02 14:00:00,28.998662178249965,692.548775,657.92133625,727.17621375
2041-07-02 15:00:00,28.34250835599505,576.1981111,547.388205545,605.008016655
2041-07-02 16:00:00,28.07969593153041,428.3223917,406.906272115,449.7385112850001
2041-07-02 17:00:00,27.6828628463738,316.4799528,300.65595516,332.30395044
2041-07-02 18:00:00,26.885009292248853,132.8592306,126.21626906999998,139.50219213
2041-07-02 19:00:00,26.0439962611032,22.11295278,21.007305141,23.218600419
2041-07-02 20:00:00,25.284776432578223,0.0,0.0,0.0
2041-07-02 21:00:00,24.944500962828723,0.0,0.0,0.0
2041-07-02 22:00:00,24.807364679104477,0.0,0.0,0.0
2041-07-02 23:00:00,24.58504767927681,0.0,0.0,0.0
2041-07-03 00:00:00,24.82166219558776,0.0,0.0,0.0
2041-07-03 01:00:00,24.712931751973517,0.0,0.0,0.0
2041-07-03 02:00:00,24.47319840644677,0.0,0.0,0.0
2041-07-03 03:00:00,24.30631305143094,0.0,0.0,0.0
2041-07-03 04:00:00,24.081642012018012,0.0,0.0,0.0
2041-07-03 05:00:00,23.68326182719546,0.0,0.0,0.0
2041-07-03 06:00:00,23.715279418739456,20.80396944,19.763770968,21.844167912
2041-07-03 07:00:00,26.03496907795084,155.1837139,147.42452820499997,162.942899595
2041-07-03 08:00:00,27.52923007392712,332.8190944,316.17813968,349.46004912
2041-07-03 09:00:00,29.12154971998305,541.19559,514.1358105,568.2553695
2041-07-03 10:00:00,30.470736838221207,678.6413025,644.709237375,712.5733676250001
2041-07-03 11:00:00,31.38207959549642,813.3036717,772.638488115,853.968855285
2041-07-03 12:00:00,31.702223866855505,864.9172386,821.67137667,908.16310053
2041-07-03 13:00:00,31.126328126794043,810.0348944,769.53314968,850.53663912
2041-07-03 14:00:00,30.57176643912233,692.548775,657.92133625,727.17621375
2041-07-03 15:00:00,29.76841511871745,576.1981111,547.388205545,605.008016655
2041-07-03 16:00:00,29.44664497724831,428.3223917,406.906272115,449.7385112850001
2041-07-03 17:00:00,28.960788807356096,316.4799528,300.65595516,332.30395044
2041-07-03 18:00:00,27.98394971192369,132.8592306,126.21626906999998,139.50219213
2041-07-03 19:00:00,26.95426900881244,22.11295278,21.007305141,23.218600419
2041-07-03 20:00:00,26.02473049050117,0.0,0.0,0.0
2041-07-03 21:00:00,25.608119722335204,0.0,0.0,0.0
2041-07-03 22:00:00,25.44021913124104,0.0,0.0,0.0
2041-07-03 23:00:00,25.168028908000032,0.0,0.0,0.0
2041-07-04 00:00:00,24.151546511867515,0.0,0.0,0.0
2041-07-04 01:00:00,24.06560862331457,0.0,0.0,0.0
2041-07-04 02:00:00,23.876129238834228,0.0,0.0,0.0
2041-07-04 03:00:00,23.744227127854607,0.0,0.0,0.0
2041-07-04 04:00:00,23.56665262245994,0.0,0.0,0.0
2041-07-04 05:00:00,23.25178264872521,0.0,0.0,0.0
2041-07-04 06:00:00,23.27708857154112,20.80396944,19.763770968,21.844167912
2041-07-04 07:00:00,25.11051465520525,155.1837139,147.42452820499997,162.942899595
2041-07-04 08:00:00,26.291542071931424,332.8190944,316.17813968,349.46004912
2041-07-04 09:00:00,27.550072652096304,541.19559,514.1358105,568.2553695
2041-07-04 10:00:00,28.6164372170711,678.6413025,644.709237375,712.5733676250001
2041-07-04 11:00:00,29.33674028679932,813.3036717,772.638488115,853.968855285
2041-07-04 12:00:00,29.58977450424931,864.9172386,821.67137667,908.16310053
2041-07-04 13:00:00,29.13460056875886,810.0348944,769.53314968,850.53663912
2041-07-04 14:00:00,28.696288547519018,692.548775,657.92133625,727.17621375
2041-07-04 15:00:00,28.0613392734523,576.1981111,547.388205545,605.008016655
2041-07-04 16:00:00,27.80702000795436,428.3223917,406.906272115,449.7385112850001
2041-07-04 17:00:00,27.42301115088493,316.4799528,300.65595516,332.30395044
2041-07-04 18:00:00,26.650941374224587,132.8592306,126.21626906999998,139.50219213
2041-07-04 19:00:00,25.83710688070376,22.11295278,21.007305141,23.218600419
2041-07-04 20:00:00,25.10242232560609,0.0,0.0,0.0
2041-07-04 21:00:00,24.77314334380017,0.0,0.0,0.0
2041-07-04 22:00:00,24.640438815005872,0.0,0.0,0.0
2041-07-04 23:00:00,24.42530630664349,0.0,0.0,0.0
2041-07-05 00:00:00,24.437991990909723,0.0,0.0,0.0
2041-07-05 01:00:00,24.350598760112614,0.0,0.0,0.0
2041-07-05 02:00:00,24.15791057730973,0.0,0.0,0.0
2041-07-05 03:00:00,24.02377472848252,0.0,0.0,0.0
2041-07-05 04:00:00,23.843193031690223,0.0,0.0,0.0
2041-07-05 05:00:00,23.522990793201146,0.0,0.0,0.0
